campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,net_profit,start_year,start_month,start_quarter,end_year,end_month,end_quarter,performance_category,categoria_rendimiento,cost_per_conversion,low_budget_flag,high_roi_flag,high_conversion_flag,paid_channel_flag,long_duration_flag,b2b_flag
exclusive bi-directional architecture,2023-04-03,2024-02-23,52366.3,0.99,podcast,b2b,paid,0.21,852040.1,799673.7999999999,2023,4,2,2024,2,1,Rendimiento medio,Rendimiento medio,249363.33333333334,0,1,0,1,1,0
optional real-time installation,2023-04-10,2024-05-03,80463.24,0.19,email,b2c,paid,0.88,780686.73,700223.49,2023,4,2,2024,5,2,Rendimiento medio,Rendimiento medio,91435.5,0,0,1,1,1,0
proactive 6thgeneration interface,2023-05-06,2024-04-18,2990.39,0.58,podcast,b2b,organic,0.62,568028.33,565037.94,2023,5,2,2024,4,2,Rendimiento medio,Rendimiento medio,4823.209677419355,1,0,1,0,1,0
synchronized fresh-thinking functionalities,2022-10-01,2024-05-05,43575.1,0.44,social media,b2c,promotion,0.8,735883.2,692308.1,2022,10,4,2024,5,2,Rendimiento medio,Rendimiento medio,54468.87499999999,0,0,1,0,1,0
multi-layered coherent instruction set,2023-06-23,2023-12-06,26628.67,0.59,email,b2b,promotion,0.3,705889.68,679261.01,2023,6,2,2023,12,4,Rendimiento medio,Rendimiento medio,88762.23333333334,0,0,0,0,0,0
reduced attitude-oriented model,2023-05-14,2023-12-16,14188.58,0.39,email,b2b,promotion,0.13,545673.57,531484.99,2023,5,2,2023,12,4,Rendimiento medio,Rendimiento medio,109142.92307692308,0,0,0,0,1,0
exclusive 3rdgeneration definition,2022-10-05,2023-11-14,95454.75,0.42,webinar,b2c,promotion,0.92,656823.42,561368.67,2022,10,4,2023,11,4,Rendimiento medio,Rendimiento medio,103755.16304347826,0,0,1,0,1,0
multi-lateral value-added encryption,2022-11-14,2024-03-05,73923.82,0.67,webinar,b2c,promotion,0.91,234741.14,160817.32,2022,11,4,2024,3,1,Alto rendimiento,Alto rendimiento,81234.96703296703,0,1,1,0,1,0
synchronized client-server concept,2022-08-08,2023-12-06,58913.37,0.89,email,b2b,paid,0.0,518001.77,459088.4,2022,8,3,2023,12,4,Rendimiento medio,Rendimiento medio,inf,0,1,0,1,1,0
total regional open system,2022-08-30,2023-12-30,63015.1,0.21,podcast,b2c,organic,0.28,375915.84,312900.74000000005,2022,8,3,2023,12,4,Rendimiento medio,Rendimiento medio,225053.92857142855,0,0,0,0,1,0
optional uniform projection,2023-07-31,2024-03-23,13418.23,0.64,podcast,b2b,referral,0.94,160381.96,146963.72999999998,2023,7,3,2024,3,1,Alto rendimiento,Alto rendimiento,14274.712765957447,0,1,1,0,1,0
universal regional open architecture,2022-10-22,2024-07-15,78420.98,0.35,podcast,b2c,promotion,0.78,723243.77,644822.79,2022,10,4,2024,7,3,Rendimiento medio,Rendimiento medio,100539.71794871794,0,0,1,0,1,0
quality-focused regional database,2023-03-06,2023-08-26,47487.19,0.76,podcast,b2b,organic,0.71,714495.43,667008.24,2023,3,1,2023,8,3,Alto rendimiento,Alto rendimiento,66883.3661971831,0,1,1,0,0,0
enhanced neutral encryption,2023-05-25,2024-02-10,44782.56,0.33,podcast,b2c,referral,0.46,561816.86,517034.3,2023,5,2,2024,2,1,Rendimiento medio,Rendimiento medio,97353.39130434781,0,0,0,0,1,0
secured stable process improvement,2023-05-28,2024-01-09,93037.93,0.45,podcast,b2b,referral,0.52,669136.1,576098.1699999999,2023,5,2,2024,1,1,Rendimiento medio,Rendimiento medio,178919.09615384613,0,0,1,0,1,0
multi-channeled 24/7 implementation,2023-04-09,2024-05-03,4888.71,0.98,email,b2c,referral,0.76,386978.7,382089.99,2023,4,2,2024,5,2,Alto rendimiento,Alto rendimiento,6432.513157894737,1,1,1,0,1,0
operative intermediate alliance,2022-09-17,2023-11-12,2523.19,0.9,webinar,b2b,promotion,0.69,781037.44,778514.25,2022,9,3,2023,11,4,Alto rendimiento,Alto rendimiento,3656.797101449276,1,1,1,0,1,0
synergistic asymmetric task-force,2023-07-17,2023-12-14,26419.1,0.35,podcast,b2c,referral,0.29,64408.3,37989.200000000004,2023,7,3,2023,12,4,Rendimiento medio,Rendimiento medio,91100.3448275862,0,0,0,0,0,0
self-enabling 3rdgeneration migration,2022-08-30,2024-04-12,70705.99,0.51,podcast,b2b,organic,0.44,859502.9,788796.91,2022,8,3,2024,4,2,Rendimiento medio,Rendimiento medio,160695.43181818182,0,0,0,0,1,0
decentralized multimedia open architecture,2023-04-25,2024-07-24,49206.43,0.15,webinar,b2b,promotion,0.18,33048.36,-16158.07,2023,4,2,2024,7,3,Bajo rendimiento,Bajo rendimiento,273369.05555555556,0,0,0,0,1,0
optional responsive approach,2023-06-23,2023-08-15,96511.42,0.0,email,b2c,referral,0.4,526682.95,430171.52999999997,2023,6,2,2023,8,3,Rendimiento medio,Rendimiento medio,241278.55,0,0,0,0,0,0
programmable fault-tolerant intranet,2022-10-01,2024-02-17,47198.52,0.8,email,b2b,paid,0.0,294588.36,247389.84,2022,10,4,2024,2,1,Rendimiento medio,Rendimiento medio,inf,0,1,0,1,1,0
multi-tiered stable focus group,2023-05-07,2024-07-03,36050.73,0.58,email,b2b,paid,0.88,529761.7,493710.97,2023,5,2,2024,7,3,Rendimiento medio,Rendimiento medio,40966.73863636364,0,0,1,1,1,0
diverse even-keeled customer loyalty,2023-05-03,2023-09-21,92591.26,0.56,webinar,b2b,organic,0.75,416169.0,323577.74,2023,5,2,2023,9,3,Rendimiento medio,Rendimiento medio,123455.01333333332,0,0,1,0,0,0
inverse neutral strategy,2023-07-28,2023-08-19,21426.33,0.91,email,b2c,referral,0.21,198577.84,177151.51,2023,7,3,2023,8,3,Rendimiento medio,Rendimiento medio,102030.14285714287,0,1,0,0,0,0
intuitive foreground access,2023-06-12,2023-12-05,43491.12,0.13,podcast,b2b,paid,0.49,242866.77,199375.65,2023,6,2,2023,12,4,Rendimiento medio,Rendimiento medio,88757.38775510204,0,0,0,1,0,0
universal 24/7 strategy,2022-12-18,2023-12-22,85026.27,0.17,webinar,b2c,paid,0.78,37752.49,-47273.780000000006,2022,12,4,2023,12,4,Rendimiento medio,Rendimiento medio,109008.03846153847,0,0,1,1,1,0
managed well-modulated artificial intelligence,2023-04-07,2024-07-27,70113.41,0.66,webinar,b2b,organic,0.15,576877.42,506764.01,2023,4,2,2024,7,3,Rendimiento medio,Rendimiento medio,467422.7333333334,0,1,0,0,1,0
inverse dynamic flexibility,2023-07-26,2024-06-17,19497.93,0.98,email,b2b,organic,0.44,554696.15,535198.22,2023,7,3,2024,6,2,Rendimiento medio,Rendimiento medio,44313.47727272727,0,1,0,0,1,0
optional context-sensitive standardization,2023-02-25,2024-03-06,68805.2,0.17,webinar,b2c,organic,0.43,832986.82,764181.62,2023,2,1,2024,3,1,Rendimiento medio,Rendimiento medio,160012.09302325582,0,0,0,0,1,0
organized fault-tolerant forecast,2023-01-29,2023-12-20,86544.19,0.61,email,b2c,paid,0.89,470646.48,384102.29,2023,1,1,2023,12,4,Alto rendimiento,Alto rendimiento,97240.66292134831,0,1,1,1,1,0
multi-layered neutral capacity,2023-02-26,2024-01-31,55609.69,0.78,webinar,b2c,promotion,0.35,338956.86,283347.17,2023,2,1,2024,1,1,Rendimiento medio,Rendimiento medio,158884.82857142857,0,1,0,0,1,0
re-engineered 6thgeneration access,2022-09-20,2023-10-06,46919.95,0.5,podcast,b2c,promotion,0.72,482058.25,435138.3,2022,9,3,2023,10,4,Rendimiento medio,Rendimiento medio,65166.59722222222,0,0,1,0,1,0
inverse context-sensitive middleware,2023-06-18,2023-08-06,12991.78,0.91,social media,b2b,referral,0.81,50038.34,37046.56,2023,6,2,2023,8,3,Alto rendimiento,Alto rendimiento,16039.234567901234,0,1,1,0,0,0
multi-lateral cohesive access,2022-12-12,2023-10-09,88842.63,0.32,webinar,b2c,paid,0.97,743450.84,654608.21,2022,12,4,2023,10,4,Rendimiento medio,Rendimiento medio,91590.34020618557,0,0,1,1,1,0
seamless asymmetric core,2023-03-02,2023-08-24,88036.35,0.55,email,b2c,paid,0.96,372199.48,284163.13,2023,3,1,2023,8,3,Rendimiento medio,Rendimiento medio,91704.53125000001,0,0,1,1,0,0
automated tangible frame,2022-12-17,2024-01-19,90591.66,0.68,podcast,b2b,promotion,0.54,701988.4,611396.74,2022,12,4,2024,1,1,Alto rendimiento,Alto rendimiento,167762.33333333334,0,1,1,0,1,0
centralized modular graphical user interface,2023-05-13,2024-04-11,90434.18,0.53,email,b2c,paid,0.48,298831.91,208397.72999999998,2023,5,2,2024,4,2,Rendimiento medio,Rendimiento medio,188404.54166666666,0,0,0,1,1,0
organic actuating firmware,2023-07-07,2023-10-03,38665.1,0.14,email,b2b,paid,0.29,74042.78,35377.68,2023,7,3,2023,10,4,Rendimiento medio,Rendimiento medio,133327.93103448275,0,0,0,1,0,0
organized demand-driven parallelism,2022-10-17,2024-06-09,21791.46,0.82,webinar,b2b,promotion,0.87,933125.94,911334.48,2022,10,4,2024,6,2,Alto rendimiento,Alto rendimiento,25047.655172413793,0,1,1,0,1,0
enterprise-wide intangible concept,2022-11-16,2023-08-26,56663.23,0.66,social media,b2b,referral,0.0,974349.5,917686.27,2022,11,4,2023,8,3,Rendimiento medio,Rendimiento medio,inf,0,1,0,0,1,0
re-contextualized 24/7 policy,2023-05-19,2023-09-12,5057.31,0.31,webinar,b2c,paid,0.89,725945.11,720887.7999999999,2023,5,2,2023,9,3,Rendimiento medio,Rendimiento medio,5682.370786516854,1,0,1,1,0,0
virtual client-driven benchmark,2023-05-09,2024-02-02,77036.39,0.78,webinar,b2b,paid,0.95,250572.82,173536.43,2023,5,2,2024,2,1,Alto rendimiento,Alto rendimiento,81090.93684210526,0,1,1,1,1,0
digitized value-added access,2023-05-03,2023-12-21,37988.85,0.48,podcast,b2c,promotion,0.34,805684.2,767695.35,2023,5,2,2023,12,4,Rendimiento medio,Rendimiento medio,111731.91176470587,0,0,0,0,1,0
streamlined bifurcated extranet,2022-09-28,2024-06-06,36751.1,0.74,webinar,b2b,promotion,0.47,51103.46,14352.36,2022,9,3,2024,6,2,Rendimiento medio,Rendimiento medio,78193.82978723405,0,1,0,0,1,0
re-engineered heuristic conglomeration,2022-11-13,2024-01-25,49256.5,0.17,podcast,b2c,paid,0.87,311979.25,262722.75,2022,11,4,2024,1,1,Rendimiento medio,Rendimiento medio,56616.666666666664,0,0,1,1,1,0
adaptive empowering contingency,2023-03-27,2024-03-04,31145.23,0.54,webinar,b2b,referral,0.8,34167.86,3022.630000000001,2023,3,1,2024,3,1,Rendimiento medio,Rendimiento medio,38931.5375,0,0,1,0,1,0
balanced national firmware,2022-08-31,2023-11-17,41188.16,0.9,social media,b2b,referral,0.68,811151.68,769963.52,2022,8,3,2023,11,4,Alto rendimiento,Alto rendimiento,60570.82352941176,0,1,1,0,1,0
re-engineered neutral concept,2022-10-18,2024-01-13,41672.13,0.57,social media,b2c,promotion,0.2,262019.8,220347.66999999998,2022,10,4,2024,1,1,Rendimiento medio,Rendimiento medio,208360.64999999997,0,0,0,0,1,0
user-friendly encompassing functionalities,2023-02-03,2024-07-18,80301.86,0.43,podcast,b2b,promotion,0.73,77385.32,-2916.5399999999936,2023,2,1,2024,7,3,Rendimiento medio,Rendimiento medio,110002.54794520549,0,0,1,0,1,0
enhanced bifurcated solution,2022-10-30,2023-09-09,10618.97,0.87,webinar,b2b,promotion,0.92,704819.76,694200.79,2022,10,4,2023,9,3,Alto rendimiento,Alto rendimiento,11542.358695652172,0,1,1,0,1,0
monitored regional complexity,2022-11-02,2023-11-20,76690.16,0.39,webinar,b2b,paid,0.56,227037.77,150347.61,2022,11,4,2023,11,4,Rendimiento medio,Rendimiento medio,136946.7142857143,0,0,1,1,1,0
persistent incremental neural-net,2022-08-15,2024-05-06,43349.83,0.34,podcast,b2c,paid,0.68,255076.72,211726.89,2022,8,3,2024,5,2,Rendimiento medio,Rendimiento medio,63749.75,0,0,1,1,1,0
cross-platform client-server circuit,2023-04-19,2024-02-22,67118.97,0.9,webinar,b2b,promotion,0.53,382745.39,315626.42000000004,2023,4,2,2024,2,1,Alto rendimiento,Alto rendimiento,126639.56603773584,0,1,1,0,1,0
customizable clear-thinking adapter,2023-07-22,2024-04-30,74856.71,0.43,podcast,b2b,referral,0.99,266833.31,191976.59999999998,2023,7,3,2024,4,2,Rendimiento medio,Rendimiento medio,75612.83838383839,0,0,1,0,1,0
up-sized multi-state database,2023-06-17,2024-02-08,99343.38,0.6,podcast,b2b,paid,0.96,466268.52,366925.14,2023,6,2,2024,2,1,Rendimiento medio,Rendimiento medio,103482.68750000001,0,0,1,1,1,0
object-based didactic intranet,2023-07-21,2024-06-17,6430.7,0.64,social media,b2b,paid,0.46,986258.1,979827.4,2023,7,3,2024,6,2,Rendimiento medio,Rendimiento medio,13979.782608695652,1,1,0,1,1,0
multi-lateral tangible framework,2022-10-05,2023-10-03,99248.28,0.31,social media,b2b,organic,0.32,541733.65,442485.37,2022,10,4,2023,10,4,Rendimiento medio,Rendimiento medio,310150.875,0,0,0,0,1,0
profound multimedia framework,2022-11-04,2024-05-28,7954.2,0.98,webinar,b2b,paid,0.81,604761.26,596807.06,2022,11,4,2024,5,2,Alto rendimiento,Alto rendimiento,9820.0,1,1,1,1,1,0
object-based intermediate attitude,2022-11-05,2024-02-17,2698.11,0.56,social media,b2b,paid,0.17,876092.32,873394.21,2022,11,4,2024,2,1,Rendimiento medio,Rendimiento medio,15871.235294117647,1,0,0,1,1,0
horizontal maximized moderator,2023-01-15,2024-05-03,57491.61,0.15,webinar,b2c,promotion,0.86,220710.44,163218.83000000002,2023,1,1,2024,5,2,Rendimiento medio,Rendimiento medio,66850.70930232559,0,0,1,0,1,0
innovative intangible complexity,2022-09-03,2024-03-04,19992.62,0.46,social media,b2c,referral,0.62,910901.4,890908.78,2022,9,3,2024,3,1,Rendimiento medio,Rendimiento medio,32246.16129032258,0,0,1,0,1,0
compatible 6thgeneration portal,2023-07-06,2024-07-11,40419.75,0.3,webinar,b2b,organic,0.76,478886.94,438467.19,2023,7,3,2024,7,3,Rendimiento medio,Rendimiento medio,53183.88157894737,0,0,1,0,1,0
de-engineered foreground attitude,2023-02-06,2024-04-02,75267.4,0.16,social media,b2b,referral,0.49,845286.27,770018.87,2023,2,1,2024,4,2,Rendimiento medio,Rendimiento medio,153606.9387755102,0,0,0,0,1,0
public-key directional orchestration,2023-02-26,2024-04-14,52485.67,0.18,email,b2c,paid,0.65,593541.4,541055.73,2023,2,1,2024,4,2,Rendimiento medio,Rendimiento medio,80747.18461538461,0,0,1,1,1,0
optimized content-based matrix,2023-01-17,2024-01-22,33107.4,0.79,social media,b2c,paid,0.1,796971.65,763864.25,2023,1,1,2024,1,1,Rendimiento medio,Rendimiento medio,331074.0,0,1,0,1,1,0
de-engineered bandwidth-monitored solution,2023-03-05,2023-12-23,53505.82,0.75,email,b2b,paid,0.62,833607.67,780101.8500000001,2023,3,1,2023,12,4,Alto rendimiento,Alto rendimiento,86299.70967741935,0,1,1,1,1,0
horizontal asymmetric contingency,2022-09-16,2024-05-08,99714.19,0.23,email,b2c,referral,0.7,7622.28,-92091.91,2022,9,3,2024,5,2,Rendimiento medio,Rendimiento medio,142448.84285714288,0,0,1,0,1,0
grass-roots non-volatile hub,2022-11-28,2024-05-11,91458.81,0.86,podcast,b2b,promotion,0.84,679885.89,588427.0800000001,2022,11,4,2024,5,2,Alto rendimiento,Alto rendimiento,108879.53571428571,0,1,1,0,1,0
reverse-engineered attitude-oriented task-force,2023-03-12,2024-07-28,82832.93,0.73,social media,b2b,organic,0.99,974376.54,891543.6100000001,2023,3,1,2024,7,3,Alto rendimiento,Alto rendimiento,83669.62626262626,0,1,1,0,1,0
synergized mission-critical conglomeration,2023-07-22,2024-03-23,84628.79,0.38,webinar,b2b,organic,0.18,27207.72,-57421.06999999999,2023,7,3,2024,3,1,Rendimiento medio,Rendimiento medio,470159.94444444444,0,0,0,0,1,0
configurable transitional data-warehouse,2023-05-08,2024-03-22,64944.48,0.4,email,b2b,referral,0.98,881173.83,816229.35,2023,5,2,2024,3,1,Rendimiento medio,Rendimiento medio,66269.87755102041,0,0,1,0,1,0
ergonomic global project,2023-05-12,2024-06-04,78379.56,0.85,webinar,b2b,promotion,0.29,152577.96,74198.4,2023,5,2,2024,6,2,Rendimiento medio,Rendimiento medio,270274.3448275862,0,1,0,0,1,0
sharable 24/7 graphic interface,2023-05-09,2024-05-13,24433.75,0.41,social media,b2b,referral,0.23,184897.69,160463.94,2023,5,2,2024,5,2,Rendimiento medio,Rendimiento medio,106233.6956521739,0,0,0,0,1,0
progressive directional secured line,2022-12-27,2024-01-18,74898.2,0.21,webinar,b2b,referral,0.79,462470.31,387572.11,2022,12,4,2024,1,1,Rendimiento medio,Rendimiento medio,94807.84810126582,0,0,1,0,1,0
compatible tertiary alliance,2022-08-09,2024-07-02,3934.75,0.2,webinar,b2b,promotion,0.25,89250.13,85315.38,2022,8,3,2024,7,3,Rendimiento medio,Rendimiento medio,15739.0,1,0,0,0,1,0
face-to-face 6thgeneration methodology,2023-06-22,2024-06-02,64308.7,0.79,webinar,b2b,referral,0.85,834244.46,769935.76,2023,6,2,2024,6,2,Alto rendimiento,Alto rendimiento,75657.29411764706,0,1,1,0,1,0
customer-focused asymmetric workforce,2023-05-24,2024-01-23,76873.7,0.26,social media,b2c,paid,0.16,975307.6,898433.9,2023,5,2,2024,1,1,Bajo rendimiento,Bajo rendimiento,480460.625,0,0,0,1,1,0
profound reciprocal forecast,2022-11-20,2024-05-16,76690.9,0.81,social media,b2c,paid,0.71,733753.88,657062.98,2022,11,4,2024,5,2,Alto rendimiento,Alto rendimiento,108015.35211267606,0,1,1,1,1,0
de-engineered high-level functionalities,2023-03-20,2023-12-16,53478.93,0.23,podcast,b2c,referral,0.45,985115.73,931636.7999999999,2023,3,1,2023,12,4,Rendimiento medio,Rendimiento medio,118842.06666666667,0,0,0,0,1,0
reverse-engineered upward-trending core,2023-07-07,2023-09-23,41516.78,0.41,social media,b2b,organic,0.23,272303.25,230786.47,2023,7,3,2023,9,3,Rendimiento medio,Rendimiento medio,180507.73913043478,0,0,0,0,0,0
future-proofed zero administration attitude,2022-11-16,2024-06-22,69169.4,0.4,webinar,b2c,organic,0.11,218950.95,149781.55000000002,2022,11,4,2024,6,2,Rendimiento medio,Rendimiento medio,628812.7272727272,0,0,0,0,1,0
mandatory intermediate neural-net,2022-12-22,2024-06-20,95593.18,0.26,social media,b2b,organic,0.76,904158.64,808565.46,2022,12,4,2024,6,2,Rendimiento medio,Rendimiento medio,125780.49999999999,0,0,1,0,1,0
team-oriented discrete benchmark,2023-03-16,2023-08-05,2970.45,0.71,webinar,b2c,promotion,0.19,712043.2,709072.75,2023,3,1,2023,8,3,Rendimiento medio,Rendimiento medio,15633.947368421052,1,1,0,0,0,0
cloned scalable frame,2022-12-30,2023-08-18,4839.55,0.67,webinar,b2b,promotion,0.0,250403.29,245563.74000000002,2022,12,4,2023,8,3,Rendimiento medio,Rendimiento medio,inf,1,1,0,0,1,0
profit-focused 5thgeneration standardization,2023-01-03,2024-06-06,70530.3,0.52,email,b2c,promotion,0.81,770120.35,699590.0499999999,2023,1,1,2024,6,2,Rendimiento medio,Rendimiento medio,87074.44444444444,0,0,1,0,1,0
distributed asymmetric frame,2023-04-15,2024-03-28,78889.49,0.74,podcast,b2c,paid,0.12,845440.9,766551.41,2023,4,2,2024,3,1,Rendimiento medio,Rendimiento medio,657412.4166666667,0,1,0,1,1,0
vision-oriented 4thgeneration groupware,2023-03-03,2024-02-28,76029.54,0.3,podcast,b2b,organic,0.26,267482.0,191452.46000000002,2023,3,1,2024,2,1,Rendimiento medio,Rendimiento medio,292421.30769230763,0,0,0,0,1,0
persistent methodical graphical user interface,2022-09-11,2024-05-11,37369.74,0.85,webinar,b2c,organic,0.24,669953.74,632584.0,2022,9,3,2024,5,2,Rendimiento medio,Rendimiento medio,155707.25,0,1,0,0,1,0
integrated didactic circuit,2022-09-15,2024-05-02,43026.77,0.46,podcast,b2c,referral,0.92,248301.18,205274.41,2022,9,3,2024,5,2,Rendimiento medio,Rendimiento medio,46768.22826086956,0,0,1,0,1,0
expanded system-worthy collaboration,2022-12-16,2024-02-01,86687.38,0.32,email,b2b,referral,0.46,294566.58,207879.2,2022,12,4,2024,2,1,Rendimiento medio,Rendimiento medio,188450.8260869565,0,0,0,0,1,0
grass-roots client-server middleware,2023-01-04,2023-11-10,41458.15,0.97,email,b2b,paid,0.21,924885.11,883426.96,2023,1,1,2023,11,4,Rendimiento medio,Rendimiento medio,197419.76190476192,0,1,0,1,1,0
universal systemic utilization,2023-05-22,2023-10-16,78294.27,0.33,webinar,b2b,paid,0.57,643279.88,564985.61,2023,5,2,2023,10,4,Rendimiento medio,Rendimiento medio,137358.36842105264,0,0,1,1,0,0
expanded system-worthy flexibility,2022-10-22,2024-06-22,61204.36,0.4,social media,b2b,promotion,0.8,235658.56,174454.2,2022,10,4,2024,6,2,Rendimiento medio,Rendimiento medio,76505.45,0,0,1,0,1,0
customizable homogeneous policy,2023-03-29,2024-03-27,75087.14,0.29,social media,b2c,referral,0.2,464001.7,388914.56,2023,3,1,2024,3,1,Bajo rendimiento,Bajo rendimiento,375435.69999999995,0,0,0,0,1,0
visionary local paradigm,2023-02-13,2023-09-06,87595.32,0.36,podcast,b2c,paid,0.8,194771.92,107176.6,2023,2,1,2023,9,3,Rendimiento medio,Rendimiento medio,109494.15000000001,0,0,1,1,1,0
persevering 24/7 complexity,2023-01-22,2023-11-21,31000.36,0.4,email,b2c,promotion,0.28,387283.38,356283.02,2023,1,1,2023,11,4,Rendimiento medio,Rendimiento medio,110715.57142857142,0,0,0,0,1,0
visionary multimedia synergy,2023-01-19,2024-01-14,25100.93,0.77,webinar,b2b,paid,0.17,267820.25,242719.32,2023,1,1,2024,1,1,Rendimiento medio,Rendimiento medio,147652.5294117647,0,1,0,1,1,0
automated radical access,2023-02-25,2023-10-05,40413.87,0.23,webinar,b2b,organic,0.4,95705.91,55292.04,2023,2,1,2023,10,4,Rendimiento medio,Rendimiento medio,101034.675,0,0,0,0,1,0
inverse transitional artificial intelligence,2023-06-02,2023-11-26,2667.65,0.29,podcast,b2b,referral,0.1,861573.13,858905.48,2023,6,2,2023,11,4,Bajo rendimiento,Bajo rendimiento,26676.5,1,0,0,0,0,0
down-sized modular conglomeration,2023-01-16,2023-08-13,15210.7,0.16,podcast,b2c,paid,0.79,374169.78,358959.08,2023,1,1,2023,8,3,Rendimiento medio,Rendimiento medio,19254.050632911392,0,0,1,1,1,0
